id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
op-00856,Hamish Huggard — EA Content Creation,Unknown,83000,2022-11-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Hamish Huggard — EA Content Creation. Focus area: Global Catastrophic Risks Capacity Building
op-00854,London Effective Altruism Hub — EA Organizing in London,Arcadia Impact,445000,2022-11-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,London Effective Altruism Hub — EA Organizing in London. Focus area: Global Catastrophic Risks Capacity Building
op-00829,University of Helsinki — Travel Funding for Air Pollution Research,University of Helsinki,87743,2022-11-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,University of Helsinki — Travel Funding for Air Pollution Research. Focus area: South Asian Air Quality
op-00752,Center for AI Safety — General Support (2022),Center for AI Safety,5160000,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Center for AI Safety — General Support (2022). Focus area: Potential Risks from Advanced AI
op-00721,Material Innovation Initiative — Plant-Based Fashion Alternatives (2022),Material Innovation Initiative,600000,2022-11-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,Material Innovation Initiative — Plant-Based Fashion Alternatives (2022). Focus area: Alternatives to Animal Products
op-00733,Open Philanthropy Biosecurity Scholarships (2023),Scholarship (Various),352312,2022-11-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Open Philanthropy Biosecurity Scholarships (2023). Focus area: Biosecurity & Pandemic Preparedness
op-00747,Effektiv Spenden — General Support,Effektiv Spenden,2120000,2022-11-01,Open Philanthropy,GH,Effective Altruism (Global Health and Wellbeing),,,,,,,Effektiv Spenden — General Support. Focus area: Effective Altruism (Global Health and Wellbeing)
op-00819,George Mason University — Michael Clemens Migration Research,George Mason University,450000,2022-11-01,Open Philanthropy,Other,Immigration Policy,,,,,,,George Mason University — Michael Clemens Migration Research. Focus area: Immigration Policy
op-00825,Helena — Health Security Policy,Helena,500000,2022-11-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Helena — Health Security Policy. Focus area: Biosecurity & Pandemic Preparedness
op-00837,Indian Institute of Technology Bombay — PAVITRA Pollution Modeling Tool,Indian Institute of Technology Bombay,647618,2022-11-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,Indian Institute of Technology Bombay — PAVITRA Pollution Modeling Tool. Focus area: South Asian Air Quality
op-00850,Korean Animal Welfare Association — Cage-Free Campaigns (2022),Korean Animal Welfare Association,160000,2022-11-01,Open Philanthropy,AW,Cage-Free Reforms,,,,,,,Korean Animal Welfare Association — Cage-Free Campaigns (2022). Focus area: Cage-Free Reforms
op-00853,Seton Hall University — Longtermism Course Development,Seton Hall University,39780,2022-11-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Seton Hall University — Longtermism Course Development. Focus area: Global Catastrophic Risks Capacity Building
op-00860,Asar Social Impact Advisors — Clean Air Hubs,Asar Social Impact Advisors,1630485,2022-11-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,Asar Social Impact Advisors — Clean Air Hubs. Focus area: South Asian Air Quality
op-00881,Catalyst — Farm Animal Welfare in Thailand (2022),Catalyst,699986,2022-11-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Catalyst — Farm Animal Welfare in Thailand (2022). Focus area: Farm Animal Welfare
gw-00193,Scoping Grant for In-Line Chlorination in Rwanda,One Acre Fund,317150,2022-10-11,GiveWell,GH,Global Health & Development,All Grants Fund,,Rwanda,Chlorination; Water,All Grants Fund,https://www.givewell.org/research/grants/one-acre-fund-ILC-scoping-rwanda-october-2022,"Scoping Grant for In-Line Chlorination in Rwanda. Country: Rwanda. Topics: Chlorination,Water. Funded by: All Grants Fund"
eaf-00542,(Anonymous) — Long-Term Future Fund,(Anonymous),28160,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding for MSc Thesis at NYU on Language Models Safety
eaf-00553,(Anonymous) — Animal Welfare Fund,(Anonymous),40000,2022-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,6-month salary to support video creation on EA and the welfare of farmed and wild animals targeting a Chinese audience
eaf-00559,(Anonymous) — EA Infrastructure Fund,(Anonymous),50000,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"6 month salary and minor project expenses for career exploration, focused on biosecurity projects"
eaf-00560,(Anonymous) — Long-Term Future Fund,(Anonymous),7500,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"Fall semester stipend to work on AI Safety research, in particular adversarial robustness, monitoring, and trojaning"
eaf-00563,(Anonymous) — Long-Term Future Fund,(Anonymous),15000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Living cost top off while working on long-term relevant research at DC think tank
eaf-00564,(Anonymous) — EA Infrastructure Fund,(Anonymous),15137,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,2 month self-study grant for November and December 2022 for EA Oxford and EA MIT community builder
eaf-00571,(Anonymous) — EA Infrastructure Fund,(Anonymous),3000,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,6-month salary to set up longtermism community building work in China
eaf-00576,(Anonymous) — Long-Term Future Fund,(Anonymous),96000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,14-month salary and research costs for 3 research reports on best risk communication practices for longtermist orgs
eaf-00581,(Anonymous) — EA Infrastructure Fund,(Anonymous),5300,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,3 months of financial support to help me recover from a health crisis and return to my career in an EA-related position
eaf-00588,(Anonymous) — Long-Term Future Fund,(Anonymous),75346,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,A twelve month salary to pursue independent writing on the sociology and philosophy of longtermist effective altruism
eaf-00589,(Anonymous) — EA Infrastructure Fund,(Anonymous),13500,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,4-month European EA internship and self-development grant
eaf-00593,(Anonymous) — EA Infrastructure Fund,(Anonymous),233300,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Impactful Government Careers - 2 years salary costs for career advising  and community building for UK civil servants
eaf-00596,(Anonymous) — EA Infrastructure Fund,(Anonymous),3690,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,3-month internship to assist European EA group and gain experience to set up a the first EA group in a different European country + self-development
eaf-00597,(Anonymous) — EA Infrastructure Fund,(Anonymous),3690,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"Internship to contribute to a European EA group, write about Community Building Strategies, and develop AI Governance Fellowship"
eaf-00605,(Anonymous) — Long-Term Future Fund,(Anonymous),11560,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Two month salary and bridge funding to complete an AI governance report and produce a related article
eaf-00610,(Anonymous) — Long-Term Future Fund,(Anonymous),7000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,3-4 month stipend for AI safety upskilling and research
eaf-00616,(Anonymous) — Long-Term Future Fund,(Anonymous),4528,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Grant to help cover mental health related expenses for PhD student pursuing research areas that intersect economics and EA
eaf-00617,(Anonymous) — Long-Term Future Fund,(Anonymous),30000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Retrospective support for Alexis Carlier's career transition including but not limited to exploring helping set up an x-risk research institute and working on a research project on AI ethics boards with the Centre for Governance of AI.
eaf-00642,(Anonymous) — Animal Welfare Fund,(Anonymous),132000,2022-10-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Annual expenditure for a college food literacy program and related events on Animal Welfare advocacy and Alt. Protein
eaf-00653,(Anonymous) — Long-Term Future Fund,(Anonymous),2732,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to take an online course on public policy from LSE to help me transition from Machine Learning to AI-Governance
eaf-00655,(Anonymous) — EA Infrastructure Fund,(Anonymous),14416,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Dedicating 1-2 days per week over 1 year to running multiple rationalist communities
eaf-00674,(Anonymous) — Long-Term Future Fund,(Anonymous),15320,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"2-month research stipend to build skills, and broaden action space for EA related projects to undertake in gap year

"
eaf-00678,(Anonymous) — Long-Term Future Fund,(Anonymous),1100,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Multiple ML projects (mostly to build up skills for AI safety PhD)
eaf-00681,(Anonymous) — EA Infrastructure Fund,(Anonymous),10135,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"Travel grant for in-person (re)connection with EA community, and to share findings and methods from Asia FAW research."
eaf-00687,(Anonymous) — Long-Term Future Fund,(Anonymous),3000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Research project on strategies to mitigate x-risk in Party Politics
eaf-00692,(Anonymous) — EA Infrastructure Fund,(Anonymous),2600,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"Professional development funding to network and meet professionals working in alternative protein companies, AI safety, and computational biology and purchase a new laptop for ML/AI/Computational Neuroscience studies and research"
eaf-00695,(Anonymous) — EA Infrastructure Fund,(Anonymous),24000,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,12-month salary and operational funds to do city EA group community organizing
eaf-00696,(Anonymous) — EA Infrastructure Fund,(Anonymous),12225,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,"Publication and dissemination of EA-aligned research on qualitative methods, research utilisation and work in Asia"
eaf-00707,(Anonymous) — EA Infrastructure Fund,(Anonymous),3800,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding to stay in SF for 3 weeks (after EAG SF) to research starting an EA student consultancy
eaf-00714,(Anonymous) — Long-Term Future Fund,(Anonymous),5550,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funds to attend cybersecurity conferences - defcon.org and blackhat.com
eaf-00718,(Anonymous) — Long-Term Future Fund,(Anonymous),8333,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Two months of independent study in alignment to start my career as an alignment researcher
eaf-00721,(Anonymous) — EA Infrastructure Fund,(Anonymous),9500,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Community building and exploration in the information security field.
eaf-00725,(Anonymous) — Long-Term Future Fund,(Anonymous),50847,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funds to hire a PA for Peter Wildeford
eaf-00736,(Anonymous) — Long-Term Future Fund,(Anonymous),25000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,3-month funding to explore GCBR-focused biosecurity projects after having finished my virology PhD
eaf-00743,(Anonymous) — Long-Term Future Fund,(Anonymous),50000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Setting up experiments with LLM to examine Strategic Instrumental Behavior in real-life setting
eaf-00748,(Anonymous) — Long-Term Future Fund,(Anonymous),11500,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"4 months salary to upskill in technical safety, ML, and AI chip supply chains before participating in an AI governance program"
eaf-00751,(Anonymous) — EA Infrastructure Fund,(Anonymous),24056,2022-10-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,Funding for a nine month research fellowship to explore the role of cultural influences on attitudes to nuclear weapons
eaf-00754,(Anonymous) — Long-Term Future Fund,(Anonymous),3600,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Independent upskilling in AGI Safety
eaf-00755,(Anonymous) — Long-Term Future Fund,(Anonymous),80000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"Support for a prospective alignment researcher with a strong math background, attempting to pivot from a dataeng/finance job"
eaf-00757,(Anonymous) — Long-Term Future Fund,(Anonymous),30000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"AI master's thesis and exploring longtermism in London, 5-month living expenses, flight, productivity tools"
eaf-00759,(Anonymous) — Long-Term Future Fund,(Anonymous),35000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,8-month salary to do research in AI safety
eaf-00760,(Anonymous) — Long-Term Future Fund,(Anonymous),9750,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,3-month salary for part-time upskilling in technical AI safety
eaf-00771,(Anonymous) — Long-Term Future Fund,(Anonymous),48000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6 month salary for SERI MATS scholar to continue working on Alignment and ML Interpretability
eaf-00773,(Anonymous) — Long-Term Future Fund,(Anonymous),33000,2022-10-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Support for upskilling in technical AI Safety Research to contribute to the field through an engineering or research role
